q,I
0.005,3.779393434524536
0.005007988187835289,3.7791175842285156
0.005015989137899556,3.778841018676758
0.005024002870582223,3.7785634994506836
0.005032029406305272,3.778285264968872
0.005040068765523324,3.778005838394165
0.005048120968723679,3.7777254581451416
0.005056186036426364,3.777444839477539
0.0050642639891841975,3.777162551879883
0.005072354847582817,3.7768795490264893
0.005080458632240763,3.7765958309173584
0.0050885753638095135,3.7763118743896484
0.00509670506297354,3.7760260105133057
0.005104847750450366,3.7757396697998047
0.005113003446990596,3.775452136993408
0.005121172173378005,3.7751638889312744
0.005129353950429565,3.7748751640319824
0.005137548798995513,3.774585008621216
0.005145756739959381,3.774294376373291
0.00515397779423808,3.7740023136138916
0.005162211982781937,3.773709774017334
0.005170459326574745,3.7734155654907227
0.005178719846633831,3.7731218338012695
0.005186993564010081,3.7728254795074463
0.0051952804997880304,3.772529363632202
0.005203580675085895,3.7722318172454834
0.005211894111055628,3.7719340324401855
0.005220220828882983,3.771634817123413
0.005228560849787545,3.771334171295166
0.0052369141950228135,3.771033525466919
0.00524528088587624,3.770731210708618
0.005253660943669286,3.770428419113159
0.005262054389757482,3.7701244354248047
0.00527046124553046,3.769819498062134
0.0052788815324120416,3.7695138454437256
0.005287315271860271,3.769207239151001
0.005295762485367479,3.76889967918396
0.005304223194460317,3.7685906887054443
0.005312697420699846,3.7682812213897705
0.005321185185681568,3.767970085144043
0.005329686511035484,3.7676589488983154
0.005338201418426162,3.767346143722534
0.00534672992955276,3.7670326232910156
0.0053552720661491264,3.7667181491851807
0.005363827849983822,3.7664027214050293
0.005372397302860187,3.7660861015319824
0.0053809804466164015,3.7657687664031982
0.00538957730312552,3.7654500007629395
0.005398187894295555,3.7651305198669434
0.0054068122420695185,3.764810085296631
0.005415450368425476,3.764488697052002
0.005424102295376616,3.7641661167144775
0.005432768044971274,3.7638423442840576
0.005441447639293031,3.7635180950164795
0.005450141100460744,3.763192653656006
0.005458848450628606,3.762866258621216
0.0054675697119862116,3.762538433074951
0.005476304906758588,3.76220965385437
0.005485054057206289,3.761880397796631
0.005493817185625424,3.761549472808838
0.005502594314347733,3.7612178325653076
0.005511385465740613,3.760885000228882
0.005520190662207217,3.7605514526367188
0.005529009926186481,3.7602169513702393
0.005537843280153192,3.759881019592285
0.0055466907466180495,3.7595438957214355
0.005555552348127699,3.7592062950134277
0.0055644281072648235,3.758867025375366
0.005573318046648182,3.7585272789001465
0.0055822221889326685,3.758185863494873
0.005591140556809377,3.7578439712524414
0.005600073173005636,3.757500648498535
0.005609020060285103,3.7571563720703125
0.005617981241447795,3.7568109035491943
0.005626956739330158,3.7564644813537598
0.005635946576805126,3.756117105484009
0.005644950776782161,3.755768060684204
0.0056539693622073405,3.755418300628662
0.005663002356063397,3.755067825317383
0.005672049781369781,3.75471568107605
0.005681111661182726,3.7543632984161377
0.005690188018595281,3.7540087699890137
0.005699278876737411,3.7536537647247314
0.005708384258776026,3.7532975673675537
0.005717504187915054,3.752939462661743
0.005726638687395477,3.7525813579559326
0.005735787780495427,3.7522215843200684
0.005744951490530218,3.7518606185913086
0.005754129840852414,3.7514986991882324
0.005763322854851894,3.75113582611084
